name,code,timestamp,rate,series,n,portname
,,2024-09-28,,ships_panama_canal,25.0,
,,2024-09-29,,ships_panama_canal,16.0,
,,2024-09-30,,ships_panama_canal,12.0,
,,2024-10-01,,ships_panama_canal,45.0,
,,2024-10-02,,ships_panama_canal,15.0,
,,2024-10-03,,ships_panama_canal,27.0,
,,2024-10-04,,ships_panama_canal,31.0,
,,2024-10-05,,ships_panama_canal,32.0,
,,2024-10-06,,ships_panama_canal,37.0,
,,2024-10-07,,ships_panama_canal,36.0,
,,2024-10-08,,ships_panama_canal,38.0,
,,2024-10-09,,ships_panama_canal,38.0,
,,2024-10-10,,ships_panama_canal,38.0,
,,2024-10-11,,ships_panama_canal,34.0,
,,2024-10-12,,ships_panama_canal,39.0,
,,2024-10-13,,ships_panama_canal,42.0,
,,2024-10-14,,ships_panama_canal,38.0,
,,2024-10-15,,ships_panama_canal,33.0,
,,2024-10-16,,ships_panama_canal,1.0,
,,2024-10-19,,ships_panama_canal,40.0,
,,2024-10-20,,ships_panama_canal,35.0,
,,2024-10-21,,ships_panama_canal,35.0,
,,2024-10-22,,ships_panama_canal,37.0,
,,2024-10-23,,ships_panama_canal,29.0,
,,2024-10-24,,ships_panama_canal,31.0,
,,2024-10-25,,ships_panama_canal,31.0,
,,2024-10-26,,ships_panama_canal,13.0,
,,2024-10-27,,ships_panama_canal,20.0,
,,2024-10-28,,ships_panama_canal,26.0,
,,2024-10-29,,ships_panama_canal,35.0,
,,2024-10-30,,ships_panama_canal,35.0,
,,2024-10-31,,ships_panama_canal,38.0,
,,2024-11-01,,ships_panama_canal,23.0,
,,2024-11-02,,ships_panama_canal,32.0,
,,2024-11-03,,ships_panama_canal,34.0,
,,2024-11-04,,ships_panama_canal,38.0,
,,2024-11-05,,ships_panama_canal,34.0,
,,2024-11-06,,ships_panama_canal,35.0,
,,2024-11-07,,ships_panama_canal,32.0,
,,2024-11-08,,ships_panama_canal,24.0,
,,2024-11-09,,ships_panama_canal,19.0,
,,2024-11-10,,ships_panama_canal,21.0,
,,2024-11-11,,ships_panama_canal,28.0,
,,2024-11-12,,ships_panama_canal,20.0,
,,2024-11-13,,ships_panama_canal,17.0,
,,2024-11-14,,ships_panama_canal,28.0,
,,2024-11-15,,ships_panama_canal,17.0,
,,2024-11-16,,ships_panama_canal,46.0,
,,2024-11-17,,ships_panama_canal,38.0,
,,2024-11-18,,ships_panama_canal,36.0,
,,2024-11-19,,ships_panama_canal,34.0,
,,2024-11-20,,ships_panama_canal,17.0,
,,2024-11-21,,ships_panama_canal,21.0,
,,2024-11-22,,ships_panama_canal,28.0,
,,2024-11-23,,ships_panama_canal,16.0,
,,2024-11-24,,ships_panama_canal,27.0,
,,2024-11-25,,ships_panama_canal,26.0,
,,2024-11-26,,ships_panama_canal,11.0,
,,2024-11-27,,ships_panama_canal,34.0,
,,2024-11-28,,ships_panama_canal,13.0,
,,2024-11-29,,ships_panama_canal,37.0,
,,2024-11-30,,ships_panama_canal,33.0,
,,2024-12-01,,ships_panama_canal,31.0,
,,2024-12-02,,ships_panama_canal,28.0,
,,2024-12-03,,ships_panama_canal,32.0,
,,2024-12-04,,ships_panama_canal,38.0,
,,2024-12-05,,ships_panama_canal,52.0,
,,2024-12-06,,ships_panama_canal,52.0,
,,2024-12-07,,ships_panama_canal,25.0,
,,2024-12-08,,ships_panama_canal,28.0,
,,2024-12-09,,ships_panama_canal,28.0,
,,2024-12-10,,ships_panama_canal,24.0,
,,2024-12-11,,ships_panama_canal,33.0,
,,2024-12-12,,ships_panama_canal,35.0,
,,2024-12-13,,ships_panama_canal,37.0,
,,2024-12-14,,ships_panama_canal,31.0,
,,2024-12-15,,ships_panama_canal,68.0,
,,2024-12-16,,ships_panama_canal,71.0,
,,2024-12-17,,ships_panama_canal,86.0,
,,2024-12-18,,ships_panama_canal,82.0,
,,2024-12-19,,ships_panama_canal,83.0,
,,2024-12-20,,ships_panama_canal,65.0,
,,2024-12-21,,ships_panama_canal,33.0,
,,2024-12-22,,ships_panama_canal,28.0,
,,2024-12-23,,ships_panama_canal,31.0,
,,2024-12-24,,ships_panama_canal,30.0,
,,2024-12-25,,ships_panama_canal,17.0,
,,2024-12-26,,ships_panama_canal,38.0,
,,2024-12-27,,ships_panama_canal,33.0,
,,2024-12-28,,ships_panama_canal,37.0,
,,2024-12-29,,ships_panama_canal,32.0,
,,2024-12-30,,ships_panama_canal,28.0,
,,2024-12-31,,ships_panama_canal,31.0,
,,2025-01-01,,ships_panama_canal,29.0,
,,2025-01-02,,ships_panama_canal,35.0,
,,2025-01-03,,ships_panama_canal,36.0,
,,2025-01-04,,ships_panama_canal,36.0,
,,2025-01-05,,ships_panama_canal,35.0,
,,2025-01-06,,ships_panama_canal,37.0,
,,2025-01-07,,ships_panama_canal,31.0,
,,2025-01-08,,ships_panama_canal,35.0,
,,2025-01-09,,ships_panama_canal,36.0,
,,2025-01-10,,ships_panama_canal,32.0,
,,2025-01-11,,ships_panama_canal,34.0,
,,2025-01-12,,ships_panama_canal,42.0,
,,2025-01-13,,ships_panama_canal,46.0,
,,2025-01-14,,ships_panama_canal,43.0,
,,2025-01-15,,ships_panama_canal,46.0,
,,2025-01-16,,ships_panama_canal,40.0,
,,2025-01-17,,ships_panama_canal,36.0,
,,2025-01-18,,ships_panama_canal,64.0,
,,2025-01-19,,ships_panama_canal,110.0,
,,2025-01-20,,ships_panama_canal,83.0,
,,2025-01-21,,ships_panama_canal,49.0,
,,2025-01-22,,ships_panama_canal,42.0,
,,2025-01-23,,ships_panama_canal,48.0,
,,2025-01-24,,ships_panama_canal,47.0,
,,2023-09-01,,ships_cape_good_hope,11.0,
,,2023-09-02,,ships_cape_good_hope,10.0,
,,2023-09-03,,ships_cape_good_hope,12.0,
,,2023-09-04,,ships_cape_good_hope,13.0,
,,2023-09-05,,ships_cape_good_hope,6.0,
,,2023-09-06,,ships_cape_good_hope,12.0,
,,2023-09-07,,ships_cape_good_hope,20.0,
,,2023-09-08,,ships_cape_good_hope,22.0,
,,2023-09-09,,ships_cape_good_hope,15.0,
,,2023-09-10,,ships_cape_good_hope,9.0,
,,2023-09-11,,ships_cape_good_hope,9.0,
,,2023-09-12,,ships_cape_good_hope,18.0,
,,2023-09-13,,ships_cape_good_hope,19.0,
,,2023-09-14,,ships_cape_good_hope,17.0,
,,2023-09-15,,ships_cape_good_hope,14.0,
,,2023-09-16,,ships_cape_good_hope,7.0,
,,2023-09-17,,ships_cape_good_hope,11.0,
,,2023-09-18,,ships_cape_good_hope,25.0,
,,2023-09-19,,ships_cape_good_hope,20.0,
,,2023-09-20,,ships_cape_good_hope,25.0,
,,2023-09-21,,ships_cape_good_hope,18.0,
,,2023-09-22,,ships_cape_good_hope,13.0,
,,2023-09-23,,ships_cape_good_hope,12.0,
,,2023-09-24,,ships_cape_good_hope,7.0,
,,2023-09-25,,ships_cape_good_hope,13.0,
,,2023-09-26,,ships_cape_good_hope,15.0,
,,2023-09-27,,ships_cape_good_hope,11.0,
,,2023-09-28,,ships_cape_good_hope,14.0,
,,2023-09-29,,ships_cape_good_hope,19.0,
,,2023-09-30,,ships_cape_good_hope,20.0,
,,2023-10-01,,ships_cape_good_hope,16.0,
,,2023-10-02,,ships_cape_good_hope,16.0,
,,2023-10-03,,ships_cape_good_hope,14.0,
,,2023-10-04,,ships_cape_good_hope,13.0,
,,2023-10-05,,ships_cape_good_hope,11.0,
,,2023-10-06,,ships_cape_good_hope,6.0,
,,2023-10-07,,ships_cape_good_hope,6.0,
,,2023-10-08,,ships_cape_good_hope,14.0,
,,2023-10-09,,ships_cape_good_hope,13.0,
,,2023-10-10,,ships_cape_good_hope,13.0,
,,2023-10-11,,ships_cape_good_hope,12.0,
,,2023-10-12,,ships_cape_good_hope,11.0,
,,2023-10-13,,ships_cape_good_hope,13.0,
,,2023-10-14,,ships_cape_good_hope,16.0,
,,2023-10-15,,ships_cape_good_hope,15.0,
,,2023-10-16,,ships_cape_good_hope,16.0,
,,2023-10-17,,ships_cape_good_hope,16.0,
,,2023-10-18,,ships_cape_good_hope,17.0,
,,2023-10-19,,ships_cape_good_hope,16.0,
,,2023-10-20,,ships_cape_good_hope,17.0,
,,2023-10-21,,ships_cape_good_hope,9.0,
,,2023-10-22,,ships_cape_good_hope,13.0,
,,2023-10-23,,ships_cape_good_hope,18.0,
,,2023-10-24,,ships_cape_good_hope,12.0,
,,2023-10-25,,ships_cape_good_hope,11.0,
,,2023-10-26,,ships_cape_good_hope,17.0,
,,2023-10-27,,ships_cape_good_hope,11.0,
,,2023-10-28,,ships_cape_good_hope,12.0,
,,2023-10-29,,ships_cape_good_hope,11.0,
,,2023-10-30,,ships_cape_good_hope,12.0,
,,2023-10-31,,ships_cape_good_hope,12.0,
,,2023-11-01,,ships_cape_good_hope,14.0,
,,2023-11-02,,ships_cape_good_hope,13.0,
,,2023-11-03,,ships_cape_good_hope,17.0,
,,2023-11-04,,ships_cape_good_hope,12.0,
,,2023-11-05,,ships_cape_good_hope,14.0,
,,2023-11-06,,ships_cape_good_hope,11.0,
,,2023-11-07,,ships_cape_good_hope,6.0,
,,2023-11-08,,ships_cape_good_hope,7.0,
,,2023-11-09,,ships_cape_good_hope,11.0,
,,2023-11-10,,ships_cape_good_hope,14.0,
,,2023-11-11,,ships_cape_good_hope,9.0,
,,2023-11-12,,ships_cape_good_hope,9.0,
,,2023-11-13,,ships_cape_good_hope,10.0,
,,2023-11-14,,ships_cape_good_hope,10.0,
,,2023-11-15,,ships_cape_good_hope,15.0,
,,2023-11-16,,ships_cape_good_hope,15.0,
,,2023-11-17,,ships_cape_good_hope,17.0,
,,2023-11-18,,ships_cape_good_hope,11.0,
,,2023-11-19,,ships_cape_good_hope,17.0,
,,2023-11-20,,ships_cape_good_hope,15.0,
,,2023-11-21,,ships_cape_good_hope,11.0,
,,2023-11-22,,ships_cape_good_hope,11.0,
,,2023-11-23,,ships_cape_good_hope,10.0,
,,2023-11-24,,ships_cape_good_hope,10.0,
,,2023-11-25,,ships_cape_good_hope,15.0,
,,2023-11-26,,ships_cape_good_hope,16.0,
,,2023-11-27,,ships_cape_good_hope,13.0,
,,2023-11-28,,ships_cape_good_hope,9.0,
,,2023-11-29,,ships_cape_good_hope,13.0,
,,2023-11-30,,ships_cape_good_hope,12.0,
,,2023-12-01,,ships_cape_good_hope,11.0,
,,2023-12-02,,ships_cape_good_hope,10.0,
,,2023-12-03,,ships_cape_good_hope,6.0,
,,2023-12-04,,ships_cape_good_hope,10.0,
,,2023-12-05,,ships_cape_good_hope,10.0,
,,2023-12-06,,ships_cape_good_hope,10.0,
,,2023-12-07,,ships_cape_good_hope,12.0,
,,2023-12-08,,ships_cape_good_hope,9.0,
,,2023-12-09,,ships_cape_good_hope,7.0,
,,2023-12-10,,ships_cape_good_hope,12.0,
,,2023-12-11,,ships_cape_good_hope,21.0,
,,2023-12-12,,ships_cape_good_hope,21.0,
,,2023-12-13,,ships_cape_good_hope,16.0,
,,2023-12-14,,ships_cape_good_hope,8.0,
,,2023-12-15,,ships_cape_good_hope,16.0,
,,2023-12-16,,ships_cape_good_hope,7.0,
,,2023-12-17,,ships_cape_good_hope,10.0,
,,2023-12-18,,ships_cape_good_hope,8.0,
,,2023-12-19,,ships_cape_good_hope,14.0,
,,2023-12-20,,ships_cape_good_hope,18.0,
,,2023-12-21,,ships_cape_good_hope,15.0,
,,2023-12-22,,ships_cape_good_hope,14.0,
,,2023-12-23,,ships_cape_good_hope,10.0,
,,2023-12-24,,ships_cape_good_hope,17.0,
,,2023-12-25,,ships_cape_good_hope,26.0,
,,2023-12-26,,ships_cape_good_hope,27.0,
,,2023-12-27,,ships_cape_good_hope,36.0,
,,2023-12-28,,ships_cape_good_hope,42.0,
,,2023-12-29,,ships_cape_good_hope,48.0,
,,2023-12-30,,ships_cape_good_hope,37.0,
,,2023-12-31,,ships_cape_good_hope,46.0,
,,2024-01-01,,ships_cape_good_hope,46.0,
,,2024-01-02,,ships_cape_good_hope,48.0,
,,2024-01-03,,ships_cape_good_hope,49.0,
,,2024-01-04,,ships_cape_good_hope,46.0,
,,2024-01-05,,ships_cape_good_hope,39.0,
,,2024-01-06,,ships_cape_good_hope,40.0,
,,2024-01-07,,ships_cape_good_hope,36.0,
,,2024-01-08,,ships_cape_good_hope,44.0,
,,2024-01-09,,ships_cape_good_hope,40.0,
,,2024-01-10,,ships_cape_good_hope,36.0,
,,2024-01-11,,ships_cape_good_hope,43.0,
,,2024-01-12,,ships_cape_good_hope,45.0,
,,2024-01-13,,ships_cape_good_hope,46.0,
,,2024-01-14,,ships_cape_good_hope,36.0,
,,2024-01-15,,ships_cape_good_hope,36.0,
,,2024-01-16,,ships_cape_good_hope,33.0,
,,2024-01-17,,ships_cape_good_hope,35.0,
,,2024-01-18,,ships_cape_good_hope,40.0,
,,2024-01-19,,ships_cape_good_hope,38.0,
,,2024-01-20,,ships_cape_good_hope,33.0,
,,2024-01-21,,ships_cape_good_hope,29.0,
,,2024-01-22,,ships_cape_good_hope,31.0,
,,2024-01-23,,ships_cape_good_hope,40.0,
,,2024-01-24,,ships_cape_good_hope,44.0,
,,2024-01-25,,ships_cape_good_hope,42.0,
,,2024-01-26,,ships_cape_good_hope,40.0,
,,2024-01-27,,ships_cape_good_hope,41.0,
,,2024-01-28,,ships_cape_good_hope,33.0,
,,2024-01-29,,ships_cape_good_hope,40.0,
,,2024-01-30,,ships_cape_good_hope,29.0,
,,2024-01-31,,ships_cape_good_hope,29.0,
,,2024-02-01,,ships_cape_good_hope,44.0,
,,2024-02-02,,ships_cape_good_hope,37.0,
,,2024-02-03,,ships_cape_good_hope,36.0,
,,2024-02-04,,ships_cape_good_hope,41.0,
,,2024-02-05,,ships_cape_good_hope,32.0,
,,2024-02-06,,ships_cape_good_hope,28.0,
,,2024-02-07,,ships_cape_good_hope,28.0,
,,2024-02-08,,ships_cape_good_hope,32.0,
,,2024-02-09,,ships_cape_good_hope,37.0,
,,2024-02-10,,ships_cape_good_hope,44.0,
,,2024-02-11,,ships_cape_good_hope,35.0,
,,2024-02-12,,ships_cape_good_hope,28.0,
,,2024-02-13,,ships_cape_good_hope,28.0,
,,2024-02-14,,ships_cape_good_hope,28.0,
,,2024-02-15,,ships_cape_good_hope,20.0,
,,2024-02-16,,ships_cape_good_hope,26.0,
,,2024-02-17,,ships_cape_good_hope,36.0,
,,2024-02-18,,ships_cape_good_hope,47.0,
,,2024-02-19,,ships_cape_good_hope,40.0,
,,2024-02-20,,ships_cape_good_hope,34.0,
,,2024-02-21,,ships_cape_good_hope,42.0,
,,2024-02-22,,ships_cape_good_hope,44.0,
,,2024-02-23,,ships_cape_good_hope,40.0,
,,2024-02-24,,ships_cape_good_hope,34.0,
,,2024-02-25,,ships_cape_good_hope,35.0,
,,2024-02-26,,ships_cape_good_hope,40.0,
,,2024-02-27,,ships_cape_good_hope,41.0,
,,2024-02-28,,ships_cape_good_hope,47.0,
,,2024-02-29,,ships_cape_good_hope,48.0,
,,2024-03-01,,ships_cape_good_hope,52.0,
,,2024-03-02,,ships_cape_good_hope,48.0,
,,2024-03-03,,ships_cape_good_hope,39.0,
,,2024-03-04,,ships_cape_good_hope,34.0,
,,2024-03-05,,ships_cape_good_hope,34.0,
,,2024-03-06,,ships_cape_good_hope,37.0,
,,2024-03-07,,ships_cape_good_hope,48.0,
,,2024-03-08,,ships_cape_good_hope,42.0,
,,2024-03-09,,ships_cape_good_hope,46.0,
,,2024-03-10,,ships_cape_good_hope,40.0,
,,2024-03-11,,ships_cape_good_hope,40.0,
,,2024-03-12,,ships_cape_good_hope,45.0,
,,2024-03-13,,ships_cape_good_hope,47.0,
,,2024-03-14,,ships_cape_good_hope,36.0,
,,2024-03-15,,ships_cape_good_hope,33.0,
,,2024-03-16,,ships_cape_good_hope,42.0,
,,2024-03-17,,ships_cape_good_hope,42.0,
,,2024-03-18,,ships_cape_good_hope,35.0,
,,2024-03-19,,ships_cape_good_hope,22.0,
,,2024-03-20,,ships_cape_good_hope,27.0,
,,2024-03-21,,ships_cape_good_hope,35.0,
,,2024-03-22,,ships_cape_good_hope,28.0,
,,2024-03-23,,ships_cape_good_hope,27.0,
,,2024-03-24,,ships_cape_good_hope,31.0,
,,2024-03-25,,ships_cape_good_hope,36.0,
,,2024-03-26,,ships_cape_good_hope,30.0,
,,2024-03-27,,ships_cape_good_hope,29.0,
,,2024-03-28,,ships_cape_good_hope,34.0,
,,2024-03-29,,ships_cape_good_hope,45.0,
,,2024-03-30,,ships_cape_good_hope,42.0,
,,2024-03-31,,ships_cape_good_hope,38.0,
,,2024-04-01,,ships_cape_good_hope,45.0,
,,2024-04-02,,ships_cape_good_hope,40.0,
,,2024-04-03,,ships_cape_good_hope,38.0,
,,2024-04-04,,ships_cape_good_hope,39.0,
,,2024-04-05,,ships_cape_good_hope,32.0,
,,2024-04-06,,ships_cape_good_hope,31.0,
,,2024-04-07,,ships_cape_good_hope,24.0,
,,2024-04-08,,ships_cape_good_hope,28.0,
,,2024-04-09,,ships_cape_good_hope,30.0,
,,2024-04-10,,ships_cape_good_hope,39.0,
,,2024-04-11,,ships_cape_good_hope,48.0,
,,2024-04-12,,ships_cape_good_hope,39.0,
,,2024-04-13,,ships_cape_good_hope,40.0,
,,2024-04-14,,ships_cape_good_hope,46.0,
,,2024-04-15,,ships_cape_good_hope,50.0,
,,2024-04-16,,ships_cape_good_hope,41.0,
,,2024-04-17,,ships_cape_good_hope,35.0,
,,2024-04-18,,ships_cape_good_hope,46.0,
,,2024-04-19,,ships_cape_good_hope,56.0,
,,2024-04-20,,ships_cape_good_hope,48.0,
,,2024-04-21,,ships_cape_good_hope,46.0,
,,2024-04-22,,ships_cape_good_hope,40.0,
,,2024-04-23,,ships_cape_good_hope,35.0,
,,2024-04-24,,ships_cape_good_hope,37.0,
,,2024-04-25,,ships_cape_good_hope,36.0,
,,2024-04-26,,ships_cape_good_hope,41.0,
,,2024-04-27,,ships_cape_good_hope,50.0,
,,2024-04-28,,ships_cape_good_hope,45.0,
,,2024-04-29,,ships_cape_good_hope,29.0,
,,2024-04-30,,ships_cape_good_hope,23.0,
,,2024-05-01,,ships_cape_good_hope,37.0,
,,2024-05-02,,ships_cape_good_hope,47.0,
,,2024-05-03,,ships_cape_good_hope,41.0,
,,2024-05-04,,ships_cape_good_hope,32.0,
,,2024-05-05,,ships_cape_good_hope,51.0,
,,2024-05-06,,ships_cape_good_hope,45.0,
,,2024-05-07,,ships_cape_good_hope,36.0,
,,2024-05-08,,ships_cape_good_hope,27.0,
,,2024-05-09,,ships_cape_good_hope,36.0,
,,2024-05-10,,ships_cape_good_hope,42.0,
,,2024-05-11,,ships_cape_good_hope,45.0,
,,2024-05-12,,ships_cape_good_hope,42.0,
,,2024-05-13,,ships_cape_good_hope,36.0,
,,2024-05-14,,ships_cape_good_hope,30.0,
,,2024-05-15,,ships_cape_good_hope,34.0,
,,2024-05-16,,ships_cape_good_hope,38.0,
,,2024-05-17,,ships_cape_good_hope,53.0,
,,2024-05-18,,ships_cape_good_hope,49.0,
,,2024-05-19,,ships_cape_good_hope,34.0,
,,2024-05-20,,ships_cape_good_hope,26.0,
,,2024-05-21,,ships_cape_good_hope,30.0,
,,2024-05-22,,ships_cape_good_hope,35.0,
,,2024-05-23,,ships_cape_good_hope,44.0,
,,2024-05-24,,ships_cape_good_hope,40.0,
,,2024-05-25,,ships_cape_good_hope,32.0,
,,2024-05-26,,ships_cape_good_hope,28.0,
,,2024-05-27,,ships_cape_good_hope,35.0,
,,2024-05-28,,ships_cape_good_hope,45.0,
,,2024-05-29,,ships_cape_good_hope,49.0,
,,2024-05-30,,ships_cape_good_hope,46.0,
,,2024-05-31,,ships_cape_good_hope,33.0,
,,2024-06-01,,ships_cape_good_hope,18.0,
,,2024-06-02,,ships_cape_good_hope,30.0,
,,2024-06-03,,ships_cape_good_hope,35.0,
,,2024-06-04,,ships_cape_good_hope,36.0,
,,2024-06-05,,ships_cape_good_hope,43.0,
,,2024-06-06,,ships_cape_good_hope,34.0,
,,2024-06-07,,ships_cape_good_hope,44.0,
,,2024-06-08,,ships_cape_good_hope,43.0,
,,2024-06-09,,ships_cape_good_hope,33.0,
,,2024-06-10,,ships_cape_good_hope,35.0,
,,2024-06-11,,ships_cape_good_hope,44.0,
,,2024-06-12,,ships_cape_good_hope,48.0,
,,2024-06-13,,ships_cape_good_hope,50.0,
,,2024-06-14,,ships_cape_good_hope,51.0,
,,2024-06-15,,ships_cape_good_hope,43.0,
,,2024-06-16,,ships_cape_good_hope,37.0,
,,2024-06-17,,ships_cape_good_hope,42.0,
,,2024-06-18,,ships_cape_good_hope,37.0,
,,2024-06-19,,ships_cape_good_hope,40.0,
,,2024-06-20,,ships_cape_good_hope,36.0,
,,2024-06-21,,ships_cape_good_hope,29.0,
,,2024-06-22,,ships_cape_good_hope,31.0,
,,2024-06-23,,ships_cape_good_hope,46.0,
,,2024-06-24,,ships_cape_good_hope,36.0,
,,2024-06-25,,ships_cape_good_hope,19.0,
,,2024-06-26,,ships_cape_good_hope,40.0,
,,2024-06-27,,ships_cape_good_hope,48.0,
,,2024-06-28,,ships_cape_good_hope,62.0,
,,2024-06-29,,ships_cape_good_hope,48.0,
,,2024-06-30,,ships_cape_good_hope,29.0,
,,2024-07-01,,ships_cape_good_hope,33.0,
,,2024-07-02,,ships_cape_good_hope,38.0,
,,2024-07-03,,ships_cape_good_hope,48.0,
,,2024-07-04,,ships_cape_good_hope,45.0,
,,2024-07-05,,ships_cape_good_hope,43.0,
,,2024-07-06,,ships_cape_good_hope,25.0,
,,2024-07-07,,ships_cape_good_hope,5.0,
,,2024-07-08,,ships_cape_good_hope,2.0,
,,2024-07-09,,ships_cape_good_hope,8.0,
,,2024-07-10,,ships_cape_good_hope,33.0,
,,2024-07-11,,ships_cape_good_hope,43.0,
,,2024-07-12,,ships_cape_good_hope,63.0,
,,2024-07-13,,ships_cape_good_hope,82.0,
,,2024-07-14,,ships_cape_good_hope,63.0,
,,2024-07-15,,ships_cape_good_hope,38.0,
,,2024-07-16,,ships_cape_good_hope,43.0,
,,2024-07-17,,ships_cape_good_hope,44.0,
,,2024-07-18,,ships_cape_good_hope,41.0,
,,2024-07-19,,ships_cape_good_hope,30.0,
,,2024-07-20,,ships_cape_good_hope,31.0,
,,2024-07-21,,ships_cape_good_hope,39.0,
,,2024-07-22,,ships_cape_good_hope,56.0,
,,2024-07-23,,ships_cape_good_hope,53.0,
,,2024-07-24,,ships_cape_good_hope,42.0,
,,2024-07-25,,ships_cape_good_hope,47.0,
,,2024-07-26,,ships_cape_good_hope,25.0,
,,2024-07-27,,ships_cape_good_hope,3.0,
,,2024-07-28,,ships_cape_good_hope,3.0,
,,2024-07-29,,ships_cape_good_hope,17.0,
,,2024-07-30,,ships_cape_good_hope,44.0,
,,2024-07-31,,ships_cape_good_hope,74.0,
,,2024-08-01,,ships_cape_good_hope,77.0,
,,2024-08-02,,ships_cape_good_hope,49.0,
,,2024-08-03,,ships_cape_good_hope,33.0,
,,2024-08-04,,ships_cape_good_hope,39.0,
,,2024-08-05,,ships_cape_good_hope,30.0,
,,2024-08-06,,ships_cape_good_hope,39.0,
,,2024-08-07,,ships_cape_good_hope,51.0,
,,2024-08-08,,ships_cape_good_hope,38.0,
,,2024-08-09,,ships_cape_good_hope,10.0,
,,2024-08-10,,ships_cape_good_hope,24.0,
,,2024-08-11,,ships_cape_good_hope,45.0,
,,2024-08-12,,ships_cape_good_hope,37.0,
,,2024-08-13,,ships_cape_good_hope,39.0,
,,2024-08-14,,ships_cape_good_hope,55.0,
,,2024-08-15,,ships_cape_good_hope,48.0,
,,2024-08-16,,ships_cape_good_hope,45.0,
,,2024-08-17,,ships_cape_good_hope,50.0,
,,2024-08-18,,ships_cape_good_hope,47.0,
,,2024-08-19,,ships_cape_good_hope,40.0,
,,2024-08-20,,ships_cape_good_hope,47.0,
,,2024-08-21,,ships_cape_good_hope,51.0,
,,2024-08-22,,ships_cape_good_hope,39.0,
,,2024-08-23,,ships_cape_good_hope,47.0,
,,2024-08-24,,ships_cape_good_hope,35.0,
,,2024-08-25,,ships_cape_good_hope,31.0,
,,2024-08-26,,ships_cape_good_hope,33.0,
,,2024-08-27,,ships_cape_good_hope,17.0,
,,2024-08-28,,ships_cape_good_hope,14.0,
,,2024-08-29,,ships_cape_good_hope,32.0,
,,2024-08-30,,ships_cape_good_hope,58.0,
,,2024-08-31,,ships_cape_good_hope,83.0,
,,2024-09-01,,ships_cape_good_hope,67.0,
,,2024-09-02,,ships_cape_good_hope,51.0,
,,2024-09-03,,ships_cape_good_hope,42.0,
,,2024-09-04,,ships_cape_good_hope,40.0,
,,2024-09-05,,ships_cape_good_hope,43.0,
,,2024-09-06,,ships_cape_good_hope,48.0,
,,2024-09-07,,ships_cape_good_hope,44.0,
,,2024-09-08,,ships_cape_good_hope,30.0,
,,2024-09-09,,ships_cape_good_hope,22.0,
,,2024-09-10,,ships_cape_good_hope,34.0,
,,2024-09-11,,ships_cape_good_hope,49.0,
,,2024-09-12,,ships_cape_good_hope,44.0,
,,2024-09-13,,ships_cape_good_hope,41.0,
,,2024-09-14,,ships_cape_good_hope,31.0,
,,2024-09-15,,ships_cape_good_hope,40.0,
,,2024-09-16,,ships_cape_good_hope,35.0,
,,2024-09-17,,ships_cape_good_hope,40.0,
,,2024-09-18,,ships_cape_good_hope,43.0,
,,2024-09-19,,ships_cape_good_hope,39.0,
,,2024-09-20,,ships_cape_good_hope,30.0,
,,2024-09-21,,ships_cape_good_hope,29.0,
,,2024-09-22,,ships_cape_good_hope,39.0,
,,2024-09-23,,ships_cape_good_hope,55.0,
,,2024-09-24,,ships_cape_good_hope,51.0,
,,2024-09-25,,ships_cape_good_hope,38.0,
,,2024-09-26,,ships_cape_good_hope,34.0,
,,2024-09-27,,ships_cape_good_hope,45.0,
,,2024-09-28,,ships_cape_good_hope,31.0,
,,2024-09-29,,ships_cape_good_hope,15.0,
,,2024-09-30,,ships_cape_good_hope,23.0,
,,2024-10-01,,ships_cape_good_hope,38.0,
,,2024-10-02,,ships_cape_good_hope,38.0,
,,2024-10-03,,ships_cape_good_hope,63.0,
,,2024-10-04,,ships_cape_good_hope,64.0,
,,2024-10-05,,ships_cape_good_hope,50.0,
,,2024-10-06,,ships_cape_good_hope,48.0,
,,2024-10-07,,ships_cape_good_hope,39.0,
,,2024-10-08,,ships_cape_good_hope,35.0,
,,2024-10-09,,ships_cape_good_hope,34.0,
,,2024-10-10,,ships_cape_good_hope,33.0,
,,2024-10-11,,ships_cape_good_hope,37.0,
,,2024-10-12,,ships_cape_good_hope,38.0,
,,2024-10-13,,ships_cape_good_hope,34.0,
,,2024-10-14,,ships_cape_good_hope,32.0,
,,2024-10-15,,ships_cape_good_hope,27.0,
,,2024-10-16,,ships_cape_good_hope,44.0,
,,2024-10-17,,ships_cape_good_hope,46.0,
,,2024-10-18,,ships_cape_good_hope,42.0,
,,2024-10-19,,ships_cape_good_hope,30.0,
,,2024-10-20,,ships_cape_good_hope,33.0,
,,2024-10-21,,ships_cape_good_hope,41.0,
,,2024-10-22,,ships_cape_good_hope,37.0,
,,2024-10-23,,ships_cape_good_hope,33.0,
,,2024-10-24,,ships_cape_good_hope,42.0,
,,2024-10-25,,ships_cape_good_hope,42.0,
,,2024-10-26,,ships_cape_good_hope,38.0,
,,2024-10-27,,ships_cape_good_hope,23.0,
,,2024-10-28,,ships_cape_good_hope,34.0,
,,2024-10-29,,ships_cape_good_hope,59.0,
,,2024-10-30,,ships_cape_good_hope,56.0,
,,2024-10-31,,ships_cape_good_hope,43.0,
,,2024-11-01,,ships_cape_good_hope,44.0,
,,2024-11-02,,ships_cape_good_hope,48.0,
