ticker,cik,fiscal_year,shares_outstanding,total_assets,total_liab,deposits,equity,liab_current,longterm_debt,net_income,interest_expense
CINF,20286,2016,153478045.0,20386000000.0,13326000000.0,,7060000000.0,,787000000.0,100000000.0,53000000.0
CINF,20286,2017,153478045.0,21843000000.0,13600000000.0,,8243000000.0,,787000000.0,642000000.0,53000000.0
CINF,20286,2018,153478045.0,21935000000.0,14102000000.0,,7833000000.0,,788000000.0,-452000000.0,53000000.0
CINF,20286,2019,153478045.0,25408000000.0,15544000000.0,,9864000000.0,,788000000.0,626000000.0,53000000.0
CINF,20286,2020,153478045.0,27542000000.0,16753000000.0,,10789000000.0,,788000000.0,1049000000.0,54000000.0
CINF,20286,2021,153478045.0,31387000000.0,18282000000.0,,13105000000.0,,789000000.0,2946000000.0,53000000.0
CINF,20286,2022,153478045.0,29736000000.0,19205000000.0,,10531000000.0,,789000000.0,-486000000.0,53000000.0
CINF,20286,2023,153478045.0,32769000000.0,20671000000.0,,12098000000.0,,790000000.0,1843000000.0,54000000.0
CINF,20286,2024,153478045.0,36501000000.0,22566000000.0,,13935000000.0,,790000000.0,2292000000.0,53000000.0
CINF,20286,2025,153478045.0,41002000000.0,25091000000.0,,15911000000.0,,790000000.0,2393000000.0,53000000.0
CLNE,1368265,2015,220445015.0,1005792000.0,676847000.0,,302552000.0,246666000.0,,,
CLNE,1368265,2016,220445015.0,897257000.0,403570000.0,,468865000.0,89222000.0,,,
CLNE,1368265,2017,220445015.0,791912000.0,342254000.0,,426990000.0,203300000.0,,,
CLNE,1368265,2018,220445015.0,699082000.0,174073000.0,,507998000.0,80259000.0,,,
CLNE,1368265,2019,220445015.0,777085000.0,234056000.0,,533408000.0,162562000.0,32872000.0,20421000.0,
CLNE,1368265,2020,220445015.0,715027000.0,192177000.0,,513506000.0,79843000.0,82088000.0,-9864000.0,
CLNE,1368265,2021,220445015.0,957070000.0,201659000.0,,747076000.0,125904000.0,23215000.0,-93146000.0,
CLNE,1368265,2022,220445015.0,1082357000.0,354886000.0,,719993000.0,148146000.0,145471000.0,-58733000.0,
CLNE,1368265,2023,220445015.0,1259458000.0,525811000.0,,726770000.0,163823000.0,261123000.0,-99497000.0,
CLNE,1368265,2024,220445015.0,1243891000.0,524360000.0,,713273000.0,154722000.0,265327000.0,-83070000.0,32179000.0
CLNE,1368265,2025,220445015.0,1056716000.0,491649000.0,,559421000.0,151155000.0,226727000.0,-222024000.0,52687000.0
CME,1156375,2015,66643583.0,67371500000.0,46819700000.0,,20551800000.0,36824500000.0,,291700000.0,
CME,1156375,2016,66643583.0,69369400000.0,49028700000.0,,20340700000.0,38945600000.0,,373400000.0,
CME,1156375,2017,66643583.0,75791200000.0,53379400000.0,,22411800000.0,45672900000.0,,2939200000.0,
CME,1156375,2018,66643583.0,77475700000.0,51510400000.0,,25918500000.0,41272600000.0,,385500000.0,
CME,1156375,2019,66643583.0,75215300000.0,49056000000.0,,26128900000.0,38522500000.0,,469500000.0,
CME,1156375,2020,66643583.0,124659600000.0,98308100000.0,,26319900000.0,88197900000.0,,424000000.0,
CME,1156375,2021,66643583.0,196780300000.0,169381000000.0,,27399300000.0,160398400000.0,,2636400000.0,
CME,1156375,2022,66643583.0,174175700000.0,147297000000.0,,26878700000.0,137687500000.0,,2691000000.0,
CME,1156375,2023,66643583.0,129706100000.0,102968200000.0,,26737900000.0,93416900000.0,,3226200000.0,
CME,1156375,2024,66643583.0,137447000000.0,110960100000.0,,26486900000.0,102313900000.0,,3525800000.0,
CME,1156375,2025,66643583.0,198424200000.0,169696000000.0,,28728200000.0,160296700000.0,,4072200000.0,
CMI,26172,2015,137664487.0,15134000000.0,7384000000.0,,7406000000.0,3803000000.0,,,65000000.0
CMI,26172,2016,137664487.0,15011000000.0,7837000000.0,,6875000000.0,4325000000.0,,,69000000.0
CMI,26172,2017,137664487.0,18075000000.0,9911000000.0,,7259000000.0,5677000000.0,,,81000000.0
CMI,26172,2018,137664487.0,19062000000.0,10803000000.0,,7348000000.0,6384000000.0,,,114000000.0
CMI,26172,2019,137664487.0,19737000000.0,11272000000.0,,7507000000.0,6260000000.0,,,109000000.0
CMI,26172,2020,137664487.0,22624000000.0,13635000000.0,,8062000000.0,6335000000.0,,,100000000.0
CMI,26172,2021,137664487.0,23710000000.0,14309000000.0,,8474000000.0,7084000000.0,,,111000000.0
CMI,26172,2022,137664487.0,30299000000.0,20074000000.0,,8975000000.0,11421000000.0,,,199000000.0
CMI,26172,2023,137664487.0,32005000000.0,22101000000.0,,8850000000.0,12903000000.0,,,375000000.0
CMI,26172,2024,137664487.0,31540000000.0,20232000000.0,,10271000000.0,11234000000.0,,,370000000.0
CMI,26172,2025,137664487.0,33992000000.0,20584000000.0,,12349000000.0,9610000000.0,,,329000000.0
CNM,1856525,2021,,4434000000.0,2603000000.0,,1325000000.0,839000000.0,1456000000.0,92000000.0,98000000.0
CNM,1856525,2022,,4909000000.0,2499000000.0,,1747000000.0,726000000.0,1444000000.0,366000000.0,66000000.0
CNM,1856525,2023,,6085000000.0,4011000000.0,,1997000000.0,874000000.0,2124000000.0,441000000.0,81000000.0
CNO,1224608,2015,92521371.0,31125100000.0,26986600000.0,,4138500000.0,,925000000.0,137300000.0,94900000.0
CNO,1224608,2016,92521371.0,31975200000.0,27488300000.0,,4486900000.0,,925000000.0,234200000.0,116400000.0
CNO,1224608,2017,92521371.0,33110300000.0,28262800000.0,,4847500000.0,,914600000.0,-70900000.0,123700000.0
CNO,1224608,2018,92521371.0,31439800000.0,28068900000.0,,3370900000.0,,916800000.0,28300000.0,149800000.0
CNO,1224608,2019,92521371.0,33630900000.0,28953900000.0,,4677000000.0,,,278000000.0,152300000.0
CNO,1224608,2020,92521371.0,35339900000.0,29855700000.0,,5484200000.0,,,111800000.0,108800000.0
CNO,1224608,2021,92521371.0,36204400000.0,30944700000.0,,5259700000.0,,,115800000.0,95400000.0
CNO,1224608,2022,92521371.0,33339200000.0,31938400000.0,,1400800000.0,,,43400000.0,137000000.0
CNO,1224608,2023,92521371.0,35102500000.0,32886900000.0,,2215600000.0,,,36300000.0,238600000.0
CNO,1224608,2024,92521371.0,37852600000.0,35354200000.0,,2498400000.0,,,166100000.0,254400000.0
CNO,1224608,2025,92521371.0,38790600000.0,36152400000.0,,2638200000.0,,,92900000.0,230900000.0
CNS,1284812,2015,51421533.0,305322000.0,62212000.0,,231776000.0,,,5879000.0,
CNS,1284812,2016,51421533.0,333728000.0,67061000.0,,265814000.0,,,26168000.0,
CNS,1284812,2017,51421533.0,410125000.0,86794000.0,,275536000.0,,,20398000.0,
CNS,1284812,2018,51421533.0,432551000.0,95713000.0,,222646000.0,,,25561000.0,
CNS,1284812,2019,51421533.0,402419000.0,135304000.0,,213703000.0,,,36728000.0,
CNS,1284812,2020,51421533.0,348453000.0,123549000.0,,174239000.0,,,-4412000.0,
CNS,1284812,2021,51421533.0,492687000.0,148361000.0,,255183000.0,,,211396000.0,
CNS,1284812,2022,51421533.0,673379000.0,246436000.0,,337554000.0,,,171042000.0,
CNS,1284812,2023,51421533.0,736554000.0,243907000.0,,381228000.0,,,129049000.0,
CNS,1284812,2024,51421533.0,812366000.0,237463000.0,,511711000.0,,,151265000.0,
CNS,1284812,2025,51421533.0,876694000.0,242846000.0,,561953000.0,,,153217000.0,
CODX,1692415,2017,6252319.0,4662326.0,811802.0,2200288.0,3850524.0,628256.0,,-6959232.0,310233.0
CODX,1692415,2018,6252319.0,1553172.0,2611983.0,2200288.0,-1058811.0,2351983.0,1908572.0,-6271723.0,
CODX,1692415,2019,6252319.0,2215326.0,478070.0,253991.0,1737256.0,328070.0,1908572.0,-6195557.0,
CODX,1692415,2020,6252319.0,71237197.0,4540688.0,,66696509.0,4510688.0,,42478529.0,106437.0
CODX,1692415,2021,6252319.0,160034282.0,25559184.0,,134475098.0,12597550.0,,36658564.0,
CODX,1692415,2022,6252319.0,123086280.0,8566288.0,,114519992.0,3873424.0,,-14238249.0,
CODX,1692415,2023,6252319.0,95320660.0,9307045.0,,86013615.0,5747570.0,,-35332865.0,
CODX,1692415,2024,6252319.0,63999919.0,9688001.0,,54311918.0,7315718.0,,-37639008.0,
CODX,1692415,2025,6252319.0,24742585.0,4113921.0,,20628664.0,3539620.0,,-46895936.0,
COF,927628,2015,613484836.0,334048000000.0,286764000000.0,217721000000.0,47284000000.0,,,920000000.0,423000000.0
COF,927628,2016,613484836.0,357033000000.0,309519000000.0,236768000000.0,47514000000.0,,,791000000.0,562000000.0
COF,927628,2017,613484836.0,365693000000.0,316963000000.0,243702000000.0,48730000000.0,,,1982000000.0,2762000000.0
COF,927628,2018,613484836.0,372538000000.0,320870000000.0,249764000000.0,51668000000.0,,,6015000000.0,4301000000.0
COF,927628,2019,613484836.0,390365000000.0,332354000000.0,262697000000.0,58011000000.0,,,5546000000.0,5173000000.0
COF,927628,2020,613484836.0,421602000000.0,361398000000.0,305442000000.0,60204000000.0,,,2714000000.0,3120000000.0
COF,927628,2021,613484836.0,432381000000.0,371352000000.0,310980000000.0,61029000000.0,,,12390000000.0,1598000000.0
COF,927628,2022,613484836.0,455249000000.0,402667000000.0,332992000000.0,52582000000.0,,,7360000000.0,4123000000.0
COF,927628,2023,613484836.0,478464000000.0,420375000000.0,348413000000.0,58089000000.0,,,4887000000.0,12697000000.0
COF,927628,2024,613484836.0,490144000000.0,429360000000.0,362707000000.0,60784000000.0,,,4750000000.0,
COF,927628,2025,613484836.0,669009000000.0,555393000000.0,475771000000.0,113616000000.0,,,2453000000.0,
COIN,1679788,2021,,21274425000.0,14892736000.0,,6381689000.0,11419035000.0,3384795000.0,3624120000.0,
COIN,1679788,2022,,89724873000.0,84270316000.0,,5454557000.0,80815293000.0,3393448000.0,-2624949000.0,88901000.0
COIN,1679788,2023,,206982953000.0,200701304000.0,,6281649000.0,197714131000.0,2979957000.0,94871000.0,82766000.0
COIN,1679788,2024,,22541951000.0,12265109000.0,,10276842000.0,7941320000.0,4234081000.0,2579066000.0,
COIN,1679788,2025,,29671832000.0,14878774000.0,,14793058000.0,8701282000.0,5937034000.0,1260327000.0,
COLB,887343,2015,282902268.0,8951697000.0,7709569000.0,7438829000.0,1242128000.0,,,26740000.0,950000.0
COLB,887343,2016,282902268.0,9509607000.0,8258595000.0,8059415000.0,1251012000.0,,,30718000.0,997000.0
COLB,887343,2017,282902268.0,12716886000.0,10766964000.0,10532085000.0,1949922000.0,,,15728000.0,2617000.0
COLB,887343,2018,282902268.0,13095145000.0,11061496000.0,10458126000.0,2033649000.0,,,44748000.0,5913000.0
COLB,887343,2019,282902268.0,14079524000.0,11919562000.0,10684708000.0,2159962000.0,,,46129000.0,8292000.0
COLB,887343,2020,282902268.0,16584779000.0,14237172000.0,13869862000.0,2347607000.0,,,58300000.0,2184000.0
COLB,887343,2021,282902268.0,20945333000.0,18356591000.0,18010115000.0,2588742000.0,,,202820000.0,8546000.0
COLB,887343,2022,282902268.0,20265843000.0,18052690000.0,16711450000.0,2213153000.0,,,250178000.0,23645000.0
COLB,887343,2023,282902268.0,52173596000.0,47178562000.0,41607020000.0,4995034000.0,,,348715000.0,746156000.0
COLB,887343,2024,282902268.0,51576397000.0,46458173000.0,41720732000.0,5118224000.0,,,533675000.0,
COLB,887343,2025,282902268.0,66832000000.0,58992000000.0,54211000000.0,7840000000.0,,,550000000.0,
COP,1163165,2015,1201337479.0,97484000000.0,57402000000.0,,39762000000.0,9256000000.0,,-4428000000.0,
COP,1163165,2016,1201337479.0,89772000000.0,54546000000.0,,34974000000.0,6909000000.0,,-3615000000.0,
COP,1163165,2017,1201337479.0,73362000000.0,42561000000.0,,30607000000.0,9397000000.0,,-855000000.0,
COP,1163165,2018,1201337479.0,69980000000.0,37916000000.0,,31939000000.0,7395000000.0,16147000000.0,6257000000.0,
COP,1163165,2019,1201337479.0,70514000000.0,35464000000.0,,34981000000.0,7043000000.0,,7189000000.0,
COP,1163165,2020,1201337479.0,62618000000.0,32769000000.0,,29849000000.0,5366000000.0,,-2701000000.0,
COP,1163165,2021,1201337479.0,90661000000.0,45255000000.0,,,12021000000.0,,8079000000.0,
COP,1163165,2022,1201337479.0,93829000000.0,45826000000.0,,,12847000000.0,,18680000000.0,
COP,1163165,2023,1201337479.0,95924000000.0,46645000000.0,,49279000000.0,10005000000.0,,10957000000.0,
COP,1163165,2024,1201337479.0,122780000000.0,57984000000.0,,64796000000.0,12124000000.0,,9245000000.0,
COP,1163165,2025,1201337479.0,121939000000.0,57452000000.0,,64487000000.0,11972000000.0,,7988000000.0,
COST,909832,2015,443478804.0,33440000000.0,22597000000.0,,10617000000.0,16540000000.0,4864000000.0,767000000.0,40000000.0
COST,909832,2016,443478804.0,33163000000.0,20831000000.0,,12079000000.0,15575000000.0,4061000000.0,779000000.0,39000000.0
COST,909832,2017,443478804.0,36347000000.0,25268000000.0,,10778000000.0,17495000000.0,6573000000.0,919000000.0,53000000.0
COST,909832,2018,443478804.0,40830000000.0,27727000000.0,,12799000000.0,19926000000.0,6487000000.0,1043000000.0,48000000.0
COST,909832,2019,443478804.0,45400000000.0,29816000000.0,,15243000000.0,23237000000.0,5124000000.0,1097000000.0,45000000.0
COST,909832,2020,443478804.0,55556000000.0,36851000000.0,,18284000000.0,24844000000.0,7514000000.0,1389000000.0,51000000.0
COST,909832,2021,443478804.0,59268000000.0,41190000000.0,,17564000000.0,29441000000.0,6692000000.0,5007000000.0,171000000.0
COST,909832,2022,443478804.0,64166000000.0,43519000000.0,,20642000000.0,31998000000.0,6484000000.0,5844000000.0,158000000.0
COST,909832,2023,443478804.0,68994000000.0,43936000000.0,,25058000000.0,33583000000.0,5377000000.0,6292000000.0,160000000.0
COST,909832,2024,443478804.0,69831000000.0,46209000000.0,,23622000000.0,35464000000.0,5794000000.0,7367000000.0,169000000.0
COST,909832,2025,443478804.0,77099000000.0,47935000000.0,,29164000000.0,37108000000.0,5713000000.0,8099000000.0,154000000.0
COTY,1024305,2015,880686464.0,6018900000.0,4947900000.0,,969800000.0,1526200000.0,2605900000.0,232500000.0,71400000.0
COTY,1024305,2016,880686464.0,7100200000.0,6659800000.0,,360200000.0,1855200000.0,4001000000.0,156900000.0,112900000.0
COTY,1024305,2017,880686464.0,22548200000.0,12679400000.0,,9314700000.0,3803600000.0,6928300000.0,-422200000.0,219600000.0
COTY,1024305,2018,880686464.0,22630200000.0,13113700000.0,,8849700000.0,4044000000.0,7305400000.0,-168800000.0,287100000.0
COTY,1024305,2019,880686464.0,17665400000.0,12620200000.0,,4586900000.0,3477100000.0,7469900000.0,-3784200000.0,302500000.0
COTY,1024305,2020,880686464.0,16728800000.0,12705100000.0,,3004600000.0,3585700000.0,7892100000.0,-1006700000.0,233300000.0
COTY,1024305,2021,880686464.0,13691400000.0,9508800000.0,,2860700000.0,2415400000.0,5401000000.0,-201300000.0,231800000.0
COTY,1024305,2022,880686464.0,12116100000.0,8558100000.0,,3154500000.0,2565600000.0,4409100000.0,259500000.0,241200000.0
COTY,1024305,2023,880686464.0,12661600000.0,8428300000.0,,3811100000.0,2736800000.0,4178200000.0,508200000.0,261100000.0
COTY,1024305,2024,880686464.0,12082500000.0,7834800000.0,,3827100000.0,2601800000.0,3841800000.0,89400000.0,
COTY,1024305,2025,880686464.0,11907700000.0,7952100000.0,,3542700000.0,2538300000.0,3955500000.0,-367900000.0,
COTY,1024305,2026,880686464.0,10200400000.0,6821300000.0,,2989700000.0,2540500000.0,3033400000.0,-604800000.0,
CPF,701347,2015,25747432.0,5131288000.0,4636649000.0,4433439000.0,494614000.0,,92785000.0,10932000.0,1722000.0
CPF,701347,2016,25747432.0,5384236000.0,4879561000.0,4608201000.0,504650000.0,,92785000.0,12208000.0,2551000.0
CPF,701347,2017,25747432.0,5623708000.0,5123673000.0,4956354000.0,500011000.0,,92785000.0,4288000.0,4452000.0
CPF,701347,2018,25747432.0,5807026000.0,5315301000.0,4946490000.0,491725000.0,,122166000.0,15792000.0,7660000.0
CPF,701347,2019,25747432.0,6012672000.0,5484152000.0,5120023000.0,,,101547000.0,14197000.0,7223000.0
CPF,701347,2020,25747432.0,6594583000.0,6047850000.0,5796118000.0,546685000.0,,105385000.0,12171000.0,2427000.0
CPF,701347,2021,25747432.0,7419089000.0,6860822000.0,6639158000.0,558219000.0,,105616000.0,22327000.0,1957000.0
CPF,701347,2022,25747432.0,7432763000.0,6979892000.0,6736223000.0,452871000.0,,105859000.0,73928000.0,17093000.0
CPF,701347,2023,25747432.0,7642796000.0,7138981000.0,6847592000.0,503815000.0,,156102000.0,58669000.0,72657000.0
CPF,701347,2024,25747432.0,7472096000.0,6933711000.0,6644011000.0,538385000.0,,156345000.0,53412000.0,
CPF,701347,2025,25747432.0,7409241000.0,6816660000.0,6609764000.0,592581000.0,,76547000.0,77480000.0,
CRBG,1889539,2022,445772522.0,364217000000.0,355068000000.0,,8210000000.0,,7868000000.0,8149000000.0,534000000.0
CRBG,1889539,2023,445772522.0,379270000000.0,366635000000.0,,11766000000.0,,,1104000000.0,580000000.0
CRBG,1889539,2024,445772522.0,389397000000.0,377071000000.0,,11462000000.0,,,2230000000.0,554000000.0
CRBG,1889539,2025,445772522.0,413547000000.0,399587000000.0,,13201000000.0,,,-366000000.0,552000000.0
CRCW,1688126,2016,5829932017.0,,19222.0,,-11444.0,19222.0,,-50419.0,344.0
CRCW,1688126,2017,5829932017.0,11971485.0,698409.0,,11273076.0,698409.0,,-7767559.0,1130.0
CRCW,1688126,2018,5829932017.0,5382094.0,4164955.0,,-959969.0,4164955.0,,-25420109.0,
CRCW,1688126,2019,5829932017.0,1611.0,1951214.0,,-1949603.0,1876214.0,,-1808622.0,87573.0
CRCW,1688126,2020,5829932017.0,30226.0,2425873.0,,-2395647.0,2233281.0,,-2817717.0,68036.0
CRCW,1688126,2021,5829932017.0,1519848.0,2535665.0,,-1015817.0,2378300.0,,-785630.0,16367.0
CRCW,1688126,2022,5829932017.0,1556561.0,4616001.0,,-3059440.0,4476901.0,,-5662918.0,1757057.0
CRCW,1688126,2023,5829932017.0,72970.0,6337407.0,,-6264437.0,6199074.0,,-7231317.0,3093999.0
CRCW,1688126,2024,5829932017.0,1763.0,8019522.0,,-8017759.0,8006897.0,,-7963077.0,
CRCW,1688126,2025,5829932017.0,220999.0,6319522.0,,-6098523.0,6307546.0,,-1981127.0,
CRON,1656472,2019,368412864.0,2090442000.0,341412000.0,,1749883000.0,332888000.0,,1166506000.0,1244000.0
CRON,1656472,2020,368412864.0,1925682000.0,217514000.0,,1711364000.0,206834000.0,,-73137000.0,186000.0
CRON,1656472,2021,368412864.0,1397738000.0,63462000.0,,1337243000.0,54373000.0,,-396107000.0,27000.0
CRON,1656472,2022,368412864.0,1213009000.0,72045000.0,,1143885000.0,68116000.0,,-168734000.0,13000.0
CRON,1656472,2023,368412864.0,1140085000.0,43961000.0,,1099571000.0,41399000.0,,-73963000.0,
CRON,1656472,2024,368412864.0,1166312000.0,55330000.0,,1064063000.0,49700000.0,,41080000.0,
CRON,1656472,2025,368412864.0,1197140000.0,54181000.0,,1093897000.0,48187000.0,,-9447000.0,
CSCO,858877,2015,3942586873.0,113481000000.0,53774000000.0,,59698000000.0,23623000000.0,21457000000.0,8981000000.0,566000000.0
CSCO,858877,2016,3942586873.0,121652000000.0,58067000000.0,,63586000000.0,24911000000.0,24483000000.0,10739000000.0,676000000.0
CSCO,858877,2017,3942586873.0,129818000000.0,63681000000.0,,66137000000.0,27583000000.0,25725000000.0,2424000000.0,861000000.0
CSCO,858877,2018,3942586873.0,108784000000.0,65580000000.0,,43204000000.0,27035000000.0,20331000000.0,3803000000.0,943000000.0
CSCO,858877,2019,3942586873.0,97793000000.0,64222000000.0,,33571000000.0,31712000000.0,14475000000.0,2206000000.0,859000000.0
CSCO,858877,2020,3942586873.0,94853000000.0,56933000000.0,,37920000000.0,25331000000.0,11578000000.0,2636000000.0,585000000.0
CSCO,858877,2021,3942586873.0,97497000000.0,56222000000.0,,41275000000.0,26257000000.0,9018000000.0,10591000000.0,434000000.0
CSCO,858877,2022,3942586873.0,94002000000.0,54229000000.0,,39773000000.0,25640000000.0,8416000000.0,11812000000.0,360000000.0
CSCO,858877,2023,3942586873.0,101852000000.0,57499000000.0,,44353000000.0,31309000000.0,6658000000.0,12613000000.0,427000000.0
CSCO,858877,2024,3942586873.0,124413000000.0,78956000000.0,,45457000000.0,40584000000.0,19621000000.0,10320000000.0,
CSCO,858877,2025,3942586873.0,122291000000.0,75448000000.0,,46843000000.0,35064000000.0,22861000000.0,10180000000.0,
CSCO,858877,2026,3942586873.0,129637000000.0,79352000000.0,,50285000000.0,41525000000.0,19372000000.0,13267000000.0,
CUBI,1488813,2015,33783799.0,8401313000.0,7847411000.0,5909501000.0,553902000.0,,260000000.0,17786000.0,14245000.0
CUBI,1488813,2016,33783799.0,9382736000.0,8526864000.0,6846980000.0,855872000.0,,180000000.0,19828000.0,19475000.0
CUBI,1488813,2017,33783799.0,9839555000.0,8918591000.0,6800142000.0,920964000.0,,,78837000.0,29319000.0
CUBI,1488813,2018,33783799.0,9833425000.0,8876609000.0,7142236000.0,956816000.0,,,17862000.0,41779000.0
CUBI,1488813,2019,33783799.0,11520717000.0,10467922000.0,8648936000.0,1052795000.0,,350000000.0,27526000.0,46402000.0
CUBI,1488813,2020,33783799.0,18439248000.0,17322162000.0,11309929000.0,1117086000.0,,4415016000.0,56245000.0,30147000.0
CUBI,1488813,2021,33783799.0,19575028000.0,18208811000.0,16777924000.0,1366217000.0,,0.0,100669000.0,20343000.0
CUBI,1488813,2022,33783799.0,20896112000.0,19493151000.0,18156953000.0,1402961000.0,,,28711000.0,134510000.0
CUBI,1488813,2023,33783799.0,21316265000.0,19677871000.0,17920236000.0,1638394000.0,,,250143000.0,679911000.0
CUBI,1488813,2024,33783799.0,22308241000.0,20471558000.0,18846461000.0,1836683000.0,,,181469000.0,
CUBI,1488813,2025,33783799.0,24895868000.0,22780351000.0,20778704000.0,2115517000.0,,,224088000.0,
CVBF,354647,2015,175997435.0,7671200000.0,6747801000.0,5917260000.0,923399000.0,,,28613000.0,8571000.0
CVBF,354647,2016,175997435.0,8073707000.0,7082845000.0,6309680000.0,990862000.0,,,27076000.0,7976000.0
CVBF,354647,2017,175997435.0,8270586000.0,7201320000.0,6546853000.0,1069266000.0,,,17851000.0,8296000.0
CVBF,354647,2018,175997435.0,11529153000.0,9677963000.0,8827490000.0,1851190000.0,,,43159000.0,12815000.0
CVBF,354647,2019,175997435.0,11282450000.0,9288352000.0,8704928000.0,1994098000.0,,,51281000.0,22078000.0
CVBF,354647,2020,175997435.0,14419314000.0,12411324000.0,11736501000.0,2007990000.0,,,50056000.0,14284000.0
CVBF,354647,2021,175997435.0,15883697000.0,13802194000.0,12976442000.0,2081503000.0,,,212521000.0,6080000.0
CVBF,354647,2022,175997435.0,16476540000.0,14528023000.0,12836245000.0,1948517000.0,,,235425000.0,9155000.0
CVBF,354647,2023,175997435.0,16020993000.0,13943021000.0,11433642000.0,2077972000.0,,,221435000.0,118340000.0
CVBF,354647,2024,175997435.0,15153655000.0,12967339000.0,11948381000.0,2186316000.0,,,200716000.0,
CVBF,354647,2025,175997435.0,15631054000.0,13335830000.0,12071982000.0,2295224000.0,,,209298000.0,
CVGI,1290900,2015,40632682.0,436679000.0,370749000.0,,65930000.0,114853000.0,235000000.0,-2291000.0,21359000.0
CVGI,1290900,2016,40632682.0,428765000.0,361075000.0,,,106255000.0,233154000.0,355000.0,19318000.0
CVGI,1290900,2017,40632682.0,384388000.0,309646000.0,,74742000.0,123743000.0,163758000.0,-1705000.0,19149000.0
CVGI,1290900,2018,40632682.0,418130000.0,303092000.0,,115038000.0,132716000.0,154656000.0,44512000.0,14676000.0
CVGI,1290900,2019,40632682.0,435826000.0,307138000.0,,128688000.0,106607000.0,153128000.0,-7534000.0,3394000.0
CVGI,1290900,2020,40632682.0,454373000.0,359003000.0,,95370000.0,164887000.0,144147000.0,-4136000.0,20603000.0
CVGI,1290900,2021,40632682.0,507693000.0,381040000.0,,126653000.0,162130000.0,185581000.0,23732000.0,11179000.0
CVGI,1290900,2022,40632682.0,470268000.0,350228000.0,,120040000.0,175838000.0,141499000.0,-21971000.0,9827000.0
CVGI,1290900,2023,40632682.0,483214000.0,310282000.0,,172932000.0,145189000.0,126201000.0,49411000.0,10691000.0
CVGI,1290900,2024,40632682.0,424573000.0,288981000.0,,135592000.0,125798000.0,127062000.0,-27867000.0,
CVGI,1290900,2025,40632682.0,391714000.0,258357000.0,,133357000.0,108351000.0,104004000.0,-22781000.0,
CVS,64803,2015,1278970369.0,93657000000.0,,,37196000000.0,23169000000.0,26267000000.0,,859000000.0
CVS,64803,2016,1278970369.0,94462000000.0,,,36830000000.0,26250000000.0,25615000000.0,1707000000.0,1078000000.0
CVS,64803,2017,1278970369.0,95131000000.0,,,37691000000.0,30648000000.0,22181000000.0,3287000000.0,1062000000.0
CVS,64803,2018,1278970369.0,196456000000.0,137913000000.0,,58225000000.0,44009000000.0,71444000000.0,-419000000.0,2619000000.0
CVS,64803,2019,1278970369.0,222449000000.0,158279000000.0,,63864000000.0,53303000000.0,71348000000.0,1747000000.0,3035000000.0
CVS,64803,2020,1278970369.0,230715000000.0,161014000000.0,,69389000000.0,62017000000.0,,7179000000.0,2907000000.0
CVS,64803,2021,1278970369.0,232999000000.0,157618000000.0,,75075000000.0,67807000000.0,,7910000000.0,2503000000.0
CVS,64803,2022,1278970369.0,228275000000.0,156960000000.0,,71015000000.0,69736000000.0,,4149000000.0,2287000000.0
CVS,64803,2023,1278970369.0,249728000000.0,173092000000.0,,76461000000.0,79189000000.0,,8344000000.0,2658000000.0
CVS,64803,2024,1278970369.0,253215000000.0,177485000000.0,,75560000000.0,84609000000.0,,4614000000.0,
CVS,64803,2025,1278970369.0,253538000000.0,178156000000.0,,75214000000.0,88692000000.0,,1768000000.0,
CVX,93410,2015,1975771274.0,266103000000.0,112217000000.0,,152716000000.0,26464000000.0,33584000000.0,4587000000.0,
CVX,93410,2016,1975771274.0,260078000000.0,113356000000.0,,145556000000.0,31785000000.0,35193000000.0,-497000000.0,
CVX,93410,2017,1975771274.0,253806000000.0,104487000000.0,,148124000000.0,27737000000.0,33477000000.0,9195000000.0,
CVX,93410,2018,1975771274.0,253863000000.0,98221000000.0,,154554000000.0,27171000000.0,,14824000000.0,
CVX,93410,2019,1975771274.0,237428000000.0,92220000000.0,,144213000000.0,26530000000.0,,2924000000.0,
CVX,93410,2020,1975771274.0,239790000000.0,107064000000.0,,131688000000.0,22183000000.0,,-5543000000.0,
CVX,93410,2021,1975771274.0,239535000000.0,99595000000.0,,139067000000.0,26791000000.0,,15625000000.0,
CVX,93410,2022,1975771274.0,257709000000.0,97467000000.0,,159282000000.0,34208000000.0,,35465000000.0,
CVX,93410,2023,1975771274.0,261632000000.0,99703000000.0,,160957000000.0,32258000000.0,,21369000000.0,
CVX,93410,2024,1975771274.0,256938000000.0,103781000000.0,,152318000000.0,38558000000.0,,17661000000.0,
CVX,93410,2025,1975771274.0,324012000000.0,131836000000.0,,186450000000.0,33387000000.0,,12299000000.0,
D,715957,2015,879455403.0,58797000000.0,45195000000.0,,12664000000.0,8120000000.0,23616000000.0,357000000.0,
D,715957,2016,879455403.0,71610000000.0,54770000000.0,,14605000000.0,8115000000.0,30231000000.0,457000000.0,
D,715957,2017,879455403.0,76585000000.0,57215000000.0,,17142000000.0,9636000000.0,30948000000.0,1312000000.0,
D,715957,2018,879455403.0,77914000000.0,55866000000.0,,20107000000.0,7647000000.0,,641000000.0,
D,715957,2019,879455403.0,103823000000.0,69790000000.0,,31994000000.0,9939000000.0,,1009000000.0,
D,715957,2020,879455403.0,95905000000.0,69444000000.0,,26117000000.0,10843000000.0,,682000000.0,
