ticker,cik,fiscal_year,shares_outstanding,total_assets,total_liab,deposits,equity,liab_current,longterm_debt,net_income,interest_expense
MRBK,1750735,2024,11929048.0,2385867000.0,2214345000.0,2005368000.0,171522000.0,,,16346000.0,
MRBK,1750735,2025,11929048.0,2561995000.0,2362279000.0,2158128000.0,199716000.0,,,21836000.0,
MS,895421,2015,1570566292.0,787465000000.0,711281000000.0,156034000000.0,75182000000.0,,153768000000.0,908000000.0,2742000000.0
MS,895421,2016,1570566292.0,814949000000.0,737772000000.0,155863000000.0,76050000000.0,,164775000000.0,1666000000.0,3318000000.0
MS,895421,2017,1570566292.0,851733000000.0,773267000000.0,159436000000.0,77391000000.0,,191063000000.0,643000000.0,5697000000.0
MS,895421,2018,1570566292.0,853531000000.0,772125000000.0,187820000000.0,80246000000.0,,188117000000.0,1531000000.0,10086000000.0
MS,895421,2019,1570566292.0,895429000000.0,812732000000.0,190356000000.0,81549000000.0,,190060000000.0,2239000000.0,12404000000.0
MS,895421,2020,1570566292.0,1115862000000.0,1012713000000.0,310782000000.0,101781000000.0,,213388000000.0,3385000000.0,3849000000.0
MS,895421,2021,1570566292.0,1188140000000.0,1081542000000.0,347574000000.0,105441000000.0,,227363000000.0,15034000000.0,1366000000.0
MS,895421,2022,1570566292.0,1180231000000.0,1079000000000.0,356646000000.0,100141000000.0,,233867000000.0,11029000000.0,12268000000.0
MS,895421,2023,1570566292.0,1193693000000.0,1093711000000.0,351804000000.0,99038000000.0,,260544000000.0,9087000000.0,42051000000.0
MS,895421,2024,1570566292.0,1215071000000.0,1109643000000.0,376007000000.0,104511000000.0,,284307000000.0,13390000000.0,
MS,895421,2025,1570566292.0,1420270000000.0,1307618000000.0,415523000000.0,111632000000.0,,341681000000.0,16861000000.0,
MSCI,1408198,2015,72700000.0,3146987000.0,2245500000.0,,901487000.0,498116000.0,1579404000.0,59406000.0,22896000.0
MSCI,1408198,2016,72700000.0,3082578000.0,2764973000.0,,317605000.0,536570000.0,2075201000.0,68250000.0,29039000.0
MSCI,1408198,2017,72700000.0,3275668000.0,2874656000.0,,401012000.0,607671000.0,2078093000.0,64602000.0,29027000.0
MSCI,1408198,2018,72700000.0,3387952000.0,3554446000.0,,-166494000.0,809008000.0,2575502000.0,152132000.0,35891000.0
MSCI,1408198,2019,72700000.0,4204439000.0,4281153000.0,,-76714000.0,900786000.0,3071926000.0,122783000.0,40289000.0
MSCI,1408198,2020,72700000.0,4198647000.0,4641881000.0,,-443234000.0,1021769000.0,3366777000.0,156216000.0,37330000.0
MSCI,1408198,2021,72700000.0,5506703000.0,5670170000.0,,-163467000.0,1250937000.0,4161422000.0,193865000.0,40336000.0
MSCI,1408198,2022,72700000.0,4997535000.0,6005460000.0,,-1007925000.0,1250527000.0,4503233000.0,870573000.0,171571000.0
MSCI,1408198,2023,72700000.0,5518219000.0,6257983000.0,,-739764000.0,1517025000.0,4496826000.0,1148592000.0,186679000.0
MSCI,1408198,2024,72700000.0,5445439000.0,6385436000.0,,-939997000.0,1585654000.0,4510816000.0,1109128000.0,
MSCI,1408198,2025,72700000.0,5702459000.0,8356999000.0,,-2654540000.0,1829713000.0,6202286000.0,1202305000.0,
MSFT,789019,2015,7425545491.0,176223000000.0,96140000000.0,,80083000000.0,49858000000.0,27808000000.0,-3195000000.0,781000000.0
MSFT,789019,2016,7425545491.0,193694000000.0,121697000000.0,,71997000000.0,59357000000.0,40783000000.0,3122000000.0,1243000000.0
MSFT,789019,2017,7425545491.0,241086000000.0,168692000000.0,,72394000000.0,64527000000.0,76073000000.0,6513000000.0,2222000000.0
MSFT,789019,2018,7425545491.0,258848000000.0,176130000000.0,,82718000000.0,58488000000.0,72242000000.0,8873000000.0,2733000000.0
MSFT,789019,2019,7425545491.0,286556000000.0,184226000000.0,,102330000000.0,69420000000.0,66662000000.0,13187000000.0,2686000000.0
MSFT,789019,2020,7425545491.0,301311000000.0,183007000000.0,,118304000000.0,72310000000.0,59578000000.0,11202000000.0,2591000000.0
MSFT,789019,2021,7425545491.0,333779000000.0,191791000000.0,,141988000000.0,88657000000.0,50074000000.0,61271000000.0,2346000000.0
MSFT,789019,2022,7425545491.0,364840000000.0,198298000000.0,,166542000000.0,95082000000.0,47032000000.0,72738000000.0,2063000000.0
MSFT,789019,2023,7425545491.0,411976000000.0,205753000000.0,,206223000000.0,104149000000.0,41990000000.0,72361000000.0,1968000000.0
MSFT,789019,2024,7425545491.0,512163000000.0,243686000000.0,,268477000000.0,125286000000.0,42688000000.0,88136000000.0,2935000000.0
MSFT,789019,2025,7425545491.0,619003000000.0,275524000000.0,,343479000000.0,141218000000.0,40152000000.0,101832000000.0,
MSFT,789019,2026,7425545491.0,758376000000.0,315989000000.0,,442387000000.0,168825000000.0,31067000000.0,133749000000.0,
MSTR,1050446,2015,,656894000.0,201613000.0,,455281000.0,172658000.0,,39111000.0,
MSTR,1050446,2016,,768319000.0,216142000.0,,552177000.0,185486000.0,,31124000.0,
MSTR,1050446,2017,,835728000.0,245189000.0,,590539000.0,184858000.0,,-26224000.0,
MSTR,1050446,2018,,855768000.0,326037000.0,,529731000.0,258269000.0,,3301000.0,
MSTR,1050446,2019,,916571000.0,408012000.0,,508559000.0,269818000.0,,12167000.0,
MSTR,1050446,2020,,1465612000.0,912567000.0,,553045000.0,285618000.0,,2661000.0,
MSTR,1050446,2021,,3557124000.0,2578166000.0,,978958000.0,311985000.0,2155151000.0,-535480000.0,
MSTR,1050446,2022,,2410272000.0,2793392000.0,,-383120000.0,317403000.0,2378560000.0,-1469797000.0,
MSTR,1050446,2023,,4762528000.0,2597556000.0,,2164972000.0,323273000.0,2182108000.0,429121000.0,
MSTR,1050446,2024,,25843685000.0,7613701000.0,,18229984000.0,355384000.0,7191158000.0,-1166661000.0,
MSTR,1050446,2025,,61641082000.0,10598110000.0,,44123458000.0,456492000.0,8158842000.0,-3848152000.0,
MTB,36270,2015,144416262.0,122787884000.0,106614595000.0,91957841000.0,16173289000.0,,10653858000.0,1079667000.0,328257000.0
MTB,36270,2016,144416262.0,123449206000.0,106962584000.0,95493876000.0,16486622000.0,,9493835000.0,1315114000.0,425984000.0
MTB,36270,2017,144416262.0,118593487000.0,102342668000.0,92432146000.0,16250819000.0,,8141430000.0,1408306000.0,386751000.0
MTB,36270,2018,144416262.0,120097403000.0,104637212000.0,90156572000.0,15460191000.0,,8444914000.0,1918080000.0,526409000.0
MTB,36270,2019,144416262.0,119872757000.0,104156108000.0,94770069000.0,15716649000.0,,6986186000.0,1929149000.0,749329000.0
MTB,36270,2020,144416262.0,142601105000.0,126413822000.0,119805738000.0,16187283000.0,,4382193000.0,1353152000.0,326395000.0
MTB,36270,2021,144416262.0,155107160000.0,137203755000.0,131543409000.0,17903405000.0,,3485369000.0,1858746000.0,114006000.0
MTB,36270,2022,144416262.0,200729841000.0,175411851000.0,163514868000.0,25317990000.0,,3964537000.0,1991663000.0,425164000.0
MTB,36270,2023,144416262.0,208264000000.0,181307000000.0,163274000000.0,26957000000.0,,8201000000.0,2741000000.0,3109000000.0
MTB,36270,2024,144416262.0,208105000000.0,179078000000.0,161095000000.0,29027000000.0,,12605000000.0,2588000000.0,
MTB,36270,2025,144416262.0,213510000000.0,184333000000.0,166909000000.0,29177000000.0,,10911000000.0,2851000000.0,
MTG,876437,2015,205124840.0,5879545000.0,3643405000.0,,2236140000.0,,1223000000.0,102418000.0,
MTG,876437,2016,205124840.0,5734529000.0,3185687000.0,,2548842000.0,,,107487000.0,
MTG,876437,2017,205124840.0,5619499000.0,2464973000.0,,3154526000.0,,,27314000.0,
MTG,876437,2018,205124840.0,5677802000.0,2095911000.0,,3581891000.0,,,157746000.0,
MTG,876437,2019,205124840.0,6229571000.0,1920337000.0,,4309234000.0,,,177110000.0,
MTG,876437,2020,205124840.0,7354526000.0,2655540000.0,,4698986000.0,,,151430000.0,
MTG,876437,2021,205124840.0,7325008000.0,2463626000.0,,4861382000.0,,,634983000.0,
MTG,876437,2022,205124840.0,6213793000.0,1571053000.0,,4642740000.0,,,865349000.0,
MTG,876437,2023,205124840.0,6538380000.0,1466363000.0,,5072017000.0,,,712949000.0,
MTG,876437,2024,205124840.0,6547235000.0,1374860000.0,,5172375000.0,,,762994000.0,
MTG,876437,2025,205124840.0,6639486000.0,1491935000.0,,5147551000.0,,,738347000.0,
MU,723125,2015,1129393151.0,24143000000.0,10855000000.0,,12302000000.0,3905000000.0,,471000000.0,371000000.0
MU,723125,2016,1129393151.0,27540000000.0,14612000000.0,,12080000000.0,4835000000.0,,-170000000.0,437000000.0
MU,723125,2017,1129393151.0,35336000000.0,15845000000.0,,18621000000.0,5334000000.0,,2368000000.0,601000000.0
MU,723125,2018,1129393151.0,43376000000.0,10112000000.0,,32294000000.0,5754000000.0,,4325000000.0,342000000.0
MU,723125,2019,1129393151.0,48887000000.0,12019000000.0,,35881000000.0,6390000000.0,,561000000.0,128000000.0
MU,723125,2020,1129393151.0,53678000000.0,14682000000.0,,38996000000.0,6635000000.0,,988000000.0,194000000.0
MU,723125,2021,1129393151.0,58849000000.0,14916000000.0,,43933000000.0,6424000000.0,,5861000000.0,183000000.0
MU,723125,2022,1129393151.0,66283000000.0,16376000000.0,,49907000000.0,7539000000.0,,8687000000.0,189000000.0
MU,723125,2023,1129393151.0,64254000000.0,20134000000.0,,44120000000.0,4765000000.0,,-5833000000.0,388000000.0
MU,723125,2024,1129393151.0,69416000000.0,24285000000.0,,45131000000.0,9248000000.0,,778000000.0,
MU,723125,2025,1129393151.0,82798000000.0,28633000000.0,,54165000000.0,11454000000.0,,8539000000.0,
NATL,1974138,2023,73896934.0,5741000000.0,5454000000.0,,284000000.0,1747000000.0,,-134000000.0,
NATL,1974138,2024,73896934.0,5535000000.0,5312000000.0,,219000000.0,1722000000.0,2859000000.0,41000000.0,309000000.0
NATL,1974138,2025,73896934.0,5668000000.0,5266000000.0,,403000000.0,1899000000.0,2672000000.0,83000000.0,66000000.0
NAVI,1593538,2015,93783828.0,134112000000.0,130113000000.0,,3975000000.0,,124833000000.0,286000000.0,2074000000.0
NAVI,1593538,2016,93783828.0,121136000000.0,117413000000.0,,3699000000.0,,112368000000.0,145000000.0,2441000000.0
NAVI,1593538,2017,93783828.0,114991000000.0,111506000000.0,,3454000000.0,,105012000000.0,-84000000.0,2971000000.0
NAVI,1593538,2018,93783828.0,104176000000.0,100629000000.0,,3519000000.0,,93519000000.0,72000000.0,3668000000.0
NAVI,1593538,2019,93783828.0,94903000000.0,91554000000.0,,3336000000.0,,81715000000.0,171000000.0,3488000000.0
NAVI,1593538,2020,93783828.0,87412000000.0,84965000000.0,,2433000000.0,,77332000000.0,412000000.0,2046000000.0
NAVI,1593538,2021,93783828.0,80605000000.0,77997000000.0,,2597000000.0,,74488000000.0,717000000.0,1316000000.0
NAVI,1593538,2022,93783828.0,70795000000.0,67818000000.0,,2977000000.0,,61026000000.0,645000000.0,2102000000.0
NAVI,1593538,2023,93783828.0,61375000000.0,58615000000.0,,,,53402000000.0,228000000.0,3557000000.0
NAVI,1593538,2024,93783828.0,51789000000.0,49148000000.0,,,,43184000000.0,131000000.0,
NAVI,1593538,2025,93783828.0,48681000000.0,46282000000.0,,2399000000.0,,40633000000.0,-80000000.0,
NBHC,1475841,2015,44539547.0,4683908000.0,4066364000.0,3840677000.0,617544000.0,,,3340000.0,3563000.0
NBHC,1475841,2016,44539547.0,4573046000.0,4036857000.0,3868649000.0,536189000.0,,,9991000.0,3873000.0
NBHC,1475841,2017,44539547.0,4843465000.0,4311058000.0,3979559000.0,532407000.0,,,-10119000.0,4976000.0
NBHC,1475841,2018,44539547.0,5676666000.0,4981660000.0,4535621000.0,695006000.0,,,17235000.0,7148000.0
NBHC,1475841,2019,44539547.0,5895512000.0,5128592000.0,4737132000.0,766920000.0,,,19519000.0,9228000.0
NBHC,1475841,2020,44539547.0,6659950000.0,5839259000.0,5676232000.0,820691000.0,,,27169000.0,4732000.0
NBHC,1475841,2021,44539547.0,7214011000.0,6373905000.0,6228173000.0,840106000.0,,39478000.0,93606000.0,13821000.0
NBHC,1475841,2022,44539547.0,9573243000.0,8481041000.0,7872626000.0,1092202000.0,,53890000.0,71274000.0,17853000.0
NBHC,1475841,2023,44539547.0,9951064000.0,8738257000.0,8190391000.0,1212807000.0,,54200000.0,142048000.0,133464000.0
NBHC,1475841,2024,44539547.0,9807693000.0,8502618000.0,8237893000.0,1305075000.0,,54511000.0,118815000.0,
NBHC,1475841,2025,44539547.0,9883518000.0,8498404000.0,8292634000.0,1385114000.0,,54540000.0,109574000.0,
NBTB,790359,2015,51960061.0,8262646000.0,7380642000.0,6604843000.0,882004000.0,,130447000.0,76425000.0,20616000.0
NBTB,790359,2016,51960061.0,8867268000.0,7953952000.0,6973688000.0,913316000.0,,104087000.0,78409000.0,22506000.0
NBTB,790359,2017,51960061.0,9136812000.0,8178635000.0,7170636000.0,958177000.0,,88869000.0,82151000.0,25914000.0
NBTB,790359,2018,51960061.0,9556363000.0,8538454000.0,7368211000.0,1017909000.0,,73724000.0,112566000.0,38626000.0
NBTB,790359,2019,51960061.0,9715925000.0,8595528000.0,7587820000.0,1120397000.0,,,121021000.0,55979000.0
NBTB,790359,2020,51960061.0,10932906000.0,9745288000.0,9081692000.0,1187618000.0,,,104388000.0,32604000.0
NBTB,790359,2021,51960061.0,12012111000.0,10761658000.0,10234469000.0,1250453000.0,,,154885000.0,18788000.0
NBTB,790359,2022,51960061.0,11739296000.0,10565742000.0,9495933000.0,1173554000.0,,,151995000.0,21880000.0
NBTB,790359,2023,51960061.0,13309040000.0,11883349000.0,10968994000.0,1425691000.0,,,118782000.0,144570000.0
NBTB,790359,2024,51960061.0,13786666000.0,12260525000.0,11546761000.0,1526141000.0,,,140641000.0,
NBTB,790359,2025,51960061.0,15995121000.0,14098905000.0,13499193000.0,1896216000.0,,,169235000.0,
NCLH,1513761,2015,459187846.0,12264757000.0,8483877000.0,,3780880000.0,2366519000.0,6397537000.0,427137000.0,221909000.0
NCLH,1513761,2016,459187846.0,12973911000.0,8436185000.0,,,2312818000.0,,633085000.0,276900000.0
NCLH,1513761,2017,459187846.0,14094869000.0,8345103000.0,,,2490021000.0,,,267800000.0
NCLH,1513761,2018,459187846.0,15205970000.0,9242969000.0,,5963001000.0,3150500000.0,,,270400000.0
NCLH,1513761,2019,459187846.0,16684599000.0,10169020000.0,,6515579000.0,3584390000.0,,121297000.0,272900000.0
NCLH,1513761,2020,459187846.0,18399317000.0,14045212000.0,,4354105000.0,1913903000.0,1552480000.0,-738933000.0,93199000.0
NCLH,1513761,2021,459187846.0,18729837000.0,16297187000.0,,2432650000.0,3730432000.0,,-1572721000.0,2100000000.0
NCLH,1513761,2022,459187846.0,18557694000.0,18489103000.0,,68591000.0,5054851000.0,,-2269909000.0,800000000.0
NCLH,1513761,2023,459187846.0,19492990000.0,19192183000.0,,300807000.0,6038701000.0,,166178000.0,727500000.0
NCLH,1513761,2024,459187846.0,19969811000.0,18544372000.0,,1425439000.0,5780865000.0,,910257000.0,
NCLH,1513761,2025,459187846.0,22541401000.0,20331513000.0,,2209888000.0,5452577000.0,,423246000.0,
NDAQ,1120193,2015,558977372.0,11861000000.0,6252000000.0,,5609000000.0,2944000000.0,2364000000.0,428000000.0,111000000.0
NDAQ,1120193,2016,558977372.0,14150000000.0,8720000000.0,,5430000000.0,4082000000.0,3603000000.0,108000000.0,135000000.0
NDAQ,1120193,2017,558977372.0,15786000000.0,9899000000.0,,5887000000.0,5262000000.0,,734000000.0,143000000.0
NDAQ,1120193,2018,558977372.0,15700000000.0,10251000000.0,,5449000000.0,6570000000.0,2956000000.0,458000000.0,150000000.0
NDAQ,1120193,2019,558977372.0,13924000000.0,8285000000.0,,5639000000.0,4227000000.0,2996000000.0,774000000.0,124000000.0
NDAQ,1120193,2020,558977372.0,17979000000.0,11543000000.0,,6433000000.0,4924000000.0,5541000000.0,933000000.0,101000000.0
NDAQ,1120193,2021,558977372.0,20115000000.0,13710000000.0,,6395000000.0,7872000000.0,4812000000.0,1187000000.0,125000000.0
NDAQ,1120193,2022,558977372.0,20868000000.0,14704000000.0,,6151000000.0,8835000000.0,4735000000.0,1125000000.0,129000000.0
NDAQ,1120193,2023,558977372.0,32294000000.0,21467000000.0,,10816000000.0,9025000000.0,10163000000.0,1059000000.0,284000000.0
NDAQ,1120193,2024,558977372.0,30395000000.0,19195000000.0,,11191000000.0,7902000000.0,9081000000.0,1117000000.0,
